School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
563,Albany Senior High School,NA,NA,NA,NA,http://www.ashs.school.nz,536 Albany Highway ,Albany,Auckland,PO Box 300380,Albany,North Shore City,752,Major urban area,Secondary (Year 11-15),,State,Donations may be requested,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117300,Albany Central,Albany Ward,-36.730178,174.695766,Yes,446,00:00.0,804,576,90,34,219,36,24,5,0.19,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
564,Ormiston Senior College,NA,NA,NA,NA,http://www.ormiston.school.nz/,275 Ormiston Road ,Flat Bush,Auckland,PO Box 217104,Botany Junction,Auckland,2164,Major urban area,Secondary (Year 11-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158101,Ormiston Central,Howick Ward,-36.96796,174.918244,Yes,443,00:00.0,1536,138,65,241,1250,54,52,0,0.19,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
565,Stonefields School,NA,NA,NA,NA,http://www.stonefields.school.nz/,81 Tihi Street ,Stonefields,Auckland,81 Tihi Street,Stonefields,Auckland,1072,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145700,Stonefields East,Ōrākei Ward,-36.888313,174.840539,Yes,361,00:00.0,610,206,41,35,336,54,7,0,0.31,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
566,Maraekakaho School,NA,NA,NA,NA,http://www.mkk.school.nz ,68 Kereru Road ,,Maraekakaho,68 Kereru Road RD 1,,Hastings,4171,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,208200,Maraekakaho,Kahurānaki General Ward,-39.648542,176.6179,Yes,402,00:00.0,132,128,16,2,3,0,1,0,0.45,All students taught in English/other setting,No,No,Open,00:00.0,Hawke's Bay Region
567,Te Wharekura o Te Kaokaoroa o Patetere,NA,NA,NA,NA,http://www.kaokaoroa.school.nz,117 Buckland Street ,,Putaruru,117 Buckland Street,,Putaruru,3411,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186000,Putāruru,Putāruru Ward,-38.044284,175.774428,No,523,00:00.0,295,42,284,34,7,1,4,0,0.91,All students taught in te reo Māori,No,No,Open,00:00.0,Waikato Region
570,Mission Heights Primary School,NA,NA,NA,NA,http://www.mhp.school.nz,Jeffs Road ,Flat Bush,Auckland,PO Box 64448,Botany,Manukau,2163,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158200,Mission Heights South,Howick Ward,-36.962395,174.931665,Yes,368,00:00.0,632,47,20,69,529,39,1,2,0.24,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
571,ACG Sunderland,NA,NA,NA,NA,http://www.acgedu.com/nz/sunderland,6 Waipareira Avenue ,Henderson,Waitakere,6 Waipareira Avenue,Henderson,Waitakere,610,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,125100,Henderson Lincoln East,Waitākere Ward,-36.864303,174.633796,No,not applicable,00:00.0,877,141,11,21,724,11,11,108,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
572,Te Matauru Primary,NA,NA,NA,NA,http://tematauru.school.nz/,53-59 Pentecost Road ,,Rangiora,59 Pentecost Road,,Rangiora,7400,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Waimakariri District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Waimakariri,Te Tai Tonga,314501,Rangiora South West,Rangiora-Ashley Ward,-43.314642,172.583507,Yes,445,00:00.0,225,210,22,10,14,3,1,2,0.44,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
577,Te Totara Primary School,NA,NA,NA,NA,http://www.tetotara.school.nz,31 Hector Drive ,Rototuna North,Hamilton,PO Box 28134,Rototuna,Hamilton,3256,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,-37.719718,175.266642,Yes,393,00:00.0,689,189,97,41,384,84,2,0,0.29,All students taught in English/other setting,No,No,Open,00:00.0,Waikato Region
579,Knights Stream School- Mingimingi Hautoa,NA,NA,NA,NA,http://www.knightsstream.school.nz/,1 Killarney Avenue ,Halswell,Christchurch,1 Killarney Avenue,Halswell,Christchurch,8025,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Wigram,Te Tai Tonga,324501,Halswell West,Halswell Ward,-43.570862,172.537934,Yes,385,00:00.0,607,269,31,23,312,30,15,0,0.29,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
584,West Rolleston Primary School,NA,NA,NA,NA,http://www.westrolleston.school.nz,327 Dunns Crossing Road ,,Rolleston,327 Dunns Crossing Road RD 8,,Christchurch,7678,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335001,Springston,Ellesmere Ward,-43.606888,172.355917,Yes,415,00:00.0,730,531,90,38,158,29,9,0,0.43,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
585,Ararira Springs Primary- Te Puna o Ararira,NA,NA,NA,NA,http://www.ararira.school.nz/,18 Russ Drive ,,Lincoln,18 Russ Drive,,Lincoln,7672,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,336102,Lincoln East,Springs Ward,-43.648092,172.492975,Yes,397,00:00.0,495,383,60,6,98,23,5,0,0.36,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
586,Shotover Primary School,NA,NA,NA,NA,http://www.shotover.school.nz,57 Stalker Road ,,Queenstown,57 Stalker Road,Lower Shotover,Queenstown,9304,Medium urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,348700,Shotover Country,Arrowtown-Kawarau Ward,-45.005745,168.776627,Yes,396,00:00.0,559,435,38,12,85,43,3,10,2.78,All students taught in English/other setting,No,Yes,Open,00:00.0,Otago Region
588,Hingaia Peninsula School,NA,NA,NA,NA,http://www.hingaiapeninsula.school.nz,3 Papaka Road ,Hingaia,Auckland,3 Papaka Road RD 1,,Auckland,2580,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162500,Hingaia,Manurewa-Papakura Ward,-37.077445,174.916184,Yes,380,00:00.0,407,96,37,56,258,25,0,0,0.37,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
589,Te Kura o Nga Ruahine Rangi,NA,NA,NA,NA,,520 Eltham Road ,,Mangatoki,520 Eltham Road RD 21,,Stratford,4391,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,220800,Kaponga-Mangatoki,Eltham-Kaponga General Ward,-39.423822,174.229208,No,531,00:00.0,67,2,66,1,0,0,1,0,1.34,All students taught in te reo Māori,No,No,Open,00:00.0,Taranaki Region
593,Te Uho O Te Nikau Primary School,NA,NA,NA,NA,http://www.tenikau.school.nz/,221 Flat Bush School Road ,Flat Bush,Auckland,PO Box 217183,Botany Junction,Auckland,2164,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158601,Ormiston East,Howick Ward,-36.976126,174.926097,Yes,393,00:00.0,573,34,36,107,449,29,3,0,0.22,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
594,Te Kura Rau Iti,NA,NA,NA,NA,https://tekurarauiti.school.nz/contact/,121 Murphys Road ,Flat Bush,Auckland,121 Murphys Road,,Auckland,NA,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158603,Ormiston South East,Howick Ward,-36.984807,174.921071,Yes,448,00:00.0,52,8,9,12,29,2,0,0,0.22, ,No,No,Open,00:00.0,Auckland Region
595,Kauri Flats School,NA,NA,NA,NA,http://www.kauriflats.school.nz,181 Walters Road ,Takanini,Auckland,181 Walters Road,Takanini,Auckland,2110,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162601,Takanini South East,Manurewa-Papakura Ward,-37.0442,174.949754,Yes,410,00:00.0,626,48,71,104,472,10,2,0,0.36,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
600,TKKM o Ngaringaomatariki,NA,NA,NA,NA,,34 Oruawharo School Road ,Oruawharo,Wellsford,34 Oruawharo School Road RD 5,,Wellsford,975,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Raro,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109700,Kaiwaka,Kaiwaka-Mangawhai General Ward,-36.272816,174.409953,No,524,00:00.0,95,14,91,10,0,0,0,0,1.43,All students taught in te reo Māori,No,No,Open,00:00.0,Northland Region
601,Kumeroa School,NA,NA,NA,NA,http://www.kumeroa.school.nz ,58 Township Road ,,Kumeroa,58 Township Road RD 1,,Woodville,4997,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233500,Kaitawa,South Tararua General Ward,-40.337633,175.989711,No,461,00:00.0,32,29,5,4,3,2,0,0,0.89,All students taught in English/other setting,No,No,Open,00:00.0,Manawatū-Whanganui Region
603,KingsGate School,NA,NA,NA,NA,http://www.kingsgate.school.nz,58 Blake Road  ,Pukekohe West,Auckland,"58 Blake Road, Pukekohe",,Auckland,2120,Rural other,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165001,Puni,Franklin Ward,-37.220357,174.884558,No,434,00:00.0,277,174,22,33,51,29,4,0,0.18,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
604,Golden Grove School,NA,NA,NA,NA,http://www.goldengrove.school.nz,57 Grey Street ,Onehunga,Auckland,57 Grey Street,Onehunga,Auckland,1061,Major urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145000,Onehunga Central,Maungakiekie-Tāmaki Ward,-36.918942,174.783874,No,not applicable,00:00.0,48,23,5,6,20,3,0,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
605,Wentworth Primary,NA,NA,NA,NA,http://www.wentworth.school.nz/,95 Gulf Harbour Drive ,Gulf Harbour,Whangaparaoa,PO Box 650,,Whangaparaoa,943,Large urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115700,Gulf Harbour North,Albany Ward,-36.614512,174.793868,No,not applicable,00:00.0,153,57,1,4,93,3,2,9,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
607,Big Rock Primary School,NA,NA,NA,NA,,2 Bath Street ,,Brighton,2 Bath Street,Brighton,Dunedin,9035,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,351200,Brighton,Area Outside Ward,-45.949295,170.33023,No,433,00:00.0,91,80,19,4,3,0,0,0,0.43,All students taught in English/other setting,No,No,Open,00:00.0,Otago Region
608,Ashburton Christian School,NA,NA,NA,NA,http://www.acs.school.nz/,119 Albert Street ,Elgin,Ashburton,PO Box 632,Elgin,Ashburton,7740,Medium urban area,Composite (Year 1-10),,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Ashburton District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Rangitata,Te Tai Tonga,338401,Netherby,Eastern Ward,-43.911169,171.77209,Yes,439,00:00.0,261,166,7,34,53,21,1,1,1.16,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
614,Amesbury School,NA,NA,NA,NA,http://www.amesbury.school.nz,48 Amesbury Drive ,Churton Park,Wellington,48 Amesbury Drive,Churton Park,Wellington,6037,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248101,Churton Park North,Takapū/Northern General Ward,-41.199095,174.802131,Yes,349,00:00.0,238,75,14,17,152,15,2,2,0.25,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
1407,Orewa Primary School,NA,NA,NA,NA,http://www.orewaprimary.school.nz,86 Maire Road ,,Orewa,86 Maire Road,,Orewa,931,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,112701,Orewa North,Albany Ward,-36.585841,174.678986,Yes,390,00:00.0,365,248,20,10,106,34,8,1,0.53,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
1427,Papatoetoe East School,NA,NA,NA,NA,http://www.pep.school.nz,Tui Road ,Papatoetoe,Auckland,PO Box 63013,Manukau City,Manukau,2241,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,155602,Papatoetoe East,Manukau Ward,-36.973521,174.875624,Yes,463,00:00.0,534,28,76,283,230,14,3,0,0.05,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
1417,Pakuranga Intermediate,NA,NA,NA,NA,http://www.pakurangaint.school.nz,43 Reeves Road ,Pakuranga,Auckland,43 Reeves Road,Pakuranga,Manukau,2010,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149800,Pakuranga Central,Howick Ward,-36.914181,174.876417,Yes,486,00:00.0,272,51,59,104,84,34,1,0,0.28,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
615,Rototuna Senior High School,NA,NA,NA,NA,http://www.rhs.school.nz,Kimbrae Drive ,Rototuna,Hamilton,PO Box 21116,Rototuna,Hamilton,3210,Major urban area,Secondary (Year 11-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,-37.715977,175.262993,Yes,451,00:00.0,1047,631,165,58,342,70,36,7,0.31,All students taught in English/other setting,No,No,Open,00:00.0,Waikato Region
618,Sancta Maria Catholic Primary School,NA,NA,NA,NA,http://www.sanctamariaprimary.school.nz/1/pages/3-welcome,317 Te Irirangi Drive ,Flat Bush,Manukau,PO Box 259074,Botany,Manukau,2163,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,157301,Ormiston North,Howick Ward,-36.959994,174.903914,No,367,00:00.0,369,40,11,65,269,32,1,0,0.16,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
620,Huanui College,NA,NA,NA,NA,http://www.hc.school.nz/,328 Ngunguru Road RD 3 ,Glenbervie,Whangarei,328 Ngunguru Road  RD 3,,Whangarei,173,Rural other,Secondary (Year 7-15),,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,105700,Kiripaka,Whangārei Heads General Ward,-35.668291,174.361724,No,not applicable,00:00.0,363,291,78,8,47,5,5,5,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Northland Region
622,Silverstream Christian School,NA,NA,NA,NA,http://www.silverstreamchristian.school.nz,4 - 8 Blue Mountain Road ,Silverstream,Upper Hutt,PO Box 48195,Silverstream,Upper Hutt,5142,Large urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241800,Silverstream (Upper Hutt City),Area Outside Ward,-41.15128,175.014553,No,not applicable,00:00.0,29,29,0,0,1,0,0,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
624,Te Karaka Area School,NA,NA,NA,NA,http://tkas.school.nz,5 Kanakanaia Road ,Te Karaka,Gisborne,PO Box 3,Te Karaka,Gisborne,4042,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,204800,Waipaoa,Tairāwhiti General Ward,-38.469047,177.866317,No,545,00:00.0,114,14,108,2,1,0,0,0,1.36,All students taught in English/other setting,No,No,Open,00:00.0,Gisborne Region
625,Tamaoho School,NA,NA,NA,NA,https://www.tamaoho.school.nz/,36 Taikaranga Street ,,Pukekohe,36 Taikaranga Street,,Pukekohe,2120,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165502,Pukekohe South West,Franklin Ward,-37.201786,174.883229,Yes,446,00:00.0,318,106,90,95,130,11,1,0,0.19,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
628,TKKM o Tuia te Matangi,NA,NA,NA,NA,http://www.tuiatematangi.ac.nz,32 D'Arcy Street ,,Richmond,PO Box 8026,Nelson Mail Centre,Nelson,7046,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Runga,Tasman District,Tasman Region,Nelson Office,"Nelson, Marlborough, West Coast",Nelson,Te Tai Tonga,302800,Richmond Central (Tasman District),Richmond Ward,-41.334764,173.190247,No,513,00:00.0,55,5,54,9,0,0,0,0,0.29,All students taught in te reo Māori,No,No,Open,00:00.0,Tasman Region
630,Te Kura Māori o Ngā Tapuwae,NA,NA,NA,NA,http://www.ngatapuwae.school.nz,1 Wickman Way ,Mangere,Auckland,PO Box 43213,Mangere,Auckland,2153,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,151200,Harania South,Manukau Ward,-36.964239,174.814456,No,499,00:00.0,326,14,323,38,2,1,1,0,0.16,All students taught in te reo Māori,No,No,Open,00:00.0,Auckland Region
631,Kia Aroha Campus,NA,NA,NA,NA,http://www.kiaaroha.school.nz/,51 Othello Drive ,Otara,Auckland,51 Othello Drive,Otara,Auckland,2023,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Botany,Tāmaki Makaurau,157701,Clover Park North,Manukau Ward,-36.980854,174.892768,No,539,00:00.0,326,23,212,162,13,2,0,0,0.11,Some students taught in te reo Māori or a Pacific language,No,No,Open,00:00.0,Auckland Region
632,Tai Wananga,NA,NA,NA,NA,http://www.taiwananga.co.nz,Ruakura AgResearch Centre ,,Hamilton,PO Box 14024,Five Cross Roads,Hamilton,3252,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,179202,Ruakura,East General Ward,-37.775345,175.305794,No,526,00:00.0,169,41,160,37,2,3,1,0,0.12,All students taught in English/other setting,No,No,Open,00:00.0,Waikato Region
633,Kingsview School,NA,NA,NA,NA,http://www.kingsview.school.nz,14 Yewlett Cresent ,Frankton,Queenstown,PO Box 2113,,Queenstown,9349,Medium urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,348400,Frankton,Queenstown-Whakatipu Ward,-45.017714,168.727617,No,403,00:00.0,74,33,2,3,20,24,1,0,2.7,All students taught in English/other setting,No,No,Open,00:00.0,Otago Region
641,Te Wharekura o Nga Purapura o Te Aroha,NA,NA,NA,NA,,190 Factory Road ,,Te Awamutu,190 Factory Road,,Te Awamutu,NA,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,183600,Goodfellow Park,Te Awamutu-Kihikihi General Ward,-38.003127,175.315985,No,505,00:00.0,93,13,90,4,0,0,1,0,0.41,Some students taught in te reo Māori,No,No,Open,00:00.0,Waikato Region
647,Bathgate Park School,NA,NA,NA,NA,http://www.bathgatepark.school.nz ,213 Macandrew Road ,South Dunedin,Dunedin,213 Macandrew Road,South Dunedin,Dunedin,9012,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,354600,Forbury,Area Outside Ward,-45.900329,170.492258,No,510,00:00.0,111,23,31,22,34,6,0,0,0.11,All students taught in English/other setting,No,No,Open,00:00.0,Otago Region
648,Carisbrook School,NA,NA,NA,NA,http://www.carisbrook.school.nz,217 South Road ,Caversham,Dunedin,217 South Road,Caversham,Dunedin,9012,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,354200,Caversham,Area Outside Ward,-45.895389,170.484093,No,520,00:00.0,327,174,86,86,37,29,0,0,0.11,All students taught in English/other setting,No,No,Open,00:00.0,Otago Region
651,Te Whata Tau o Putauaki,NA,NA,NA,NA,http://www.twtop.school.nz,39-57 Galway Street ,,Kawerau,PO Box 124,,Kawerau,3127,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203901,Kawerau Central,Area Outside Ward,-38.083373,176.706585,No,541,00:00.0,87,0,86,0,0,0,1,0,0.87,All students taught in te reo Māori,No,No,Open,00:00.0,Bay of Plenty Region
654,Rolleston College,NA,NA,NA,NA,http://www.rollestoncollege.nz,631 Springston Rolleston Road ,,Rolleston,PO Box 86045,Rolleston West,Rolleston,7658,Medium urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335501,Faringdon,Rolleston Ward,-43.603517,172.388514,Yes,449,00:00.0,1990,1482,286,124,387,78,40,26,0.41,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
655,Kawerau Putauaki School,NA,NA,NA,NA,http://www.putauaki.school.nz,87-89 Fenton Mill Road ,,Kawerau,87-89 Fenton Mill Road,,Kawerau,3127,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203700,Monika Reserve,Area Outside Ward,-38.089843,176.685504,No,522,00:00.0,127,38,105,7,5,0,1,0,0.89,Some students taught in te reo Māori,No,No,Open,00:00.0,Bay of Plenty Region
658,Murupara Area School,NA,NA,NA,NA,http://www.mas.school.nz,84 Pine Drive ,,Murupara,PO Box 26,,Murupara,3062,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203600,Murupara,Te Urewera General Ward,-38.455354,176.703043,No,560,00:00.0,178,18,172,6,1,0,0,0,1.48,All students taught in English/other setting,No,No,Open,00:00.0,Bay of Plenty Region
660,Kahurangi School,NA,NA,NA,NA,http://kahurangi.school.nz,45 Strathmore Avenue ,Strathmore,Wellington,43 Strathmore Avenue,Strathmore,Wellington,6022,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,255100,Strathmore (Wellington City),Motukairangi/Eastern General Ward,-41.328369,174.820902,Yes,438,00:00.0,260,144,94,72,19,30,1,0,0.23,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
