School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
3034,Tawa Intermediate,NA,NA,NA,NA,http://www.tawaint.school.nz,Ranui Terrace ,Tawa,Wellington,Ranui Terrace,Tawa,Wellington,5028,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247900,Tawa Central,Takapū/Northern General Ward,-41.163939,174.832994,Yes,426,00:00.0,453,254,92,70,106,21,1,3,0.12,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3035,Tawa School,NA,NA,NA,NA,http://www.tawa.school.nz,Oxford Street ,Tawa,Wellington,Oxford Street,Tawa,Wellington,5028,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247900,Tawa Central,Takapū/Northern General Ward,-41.173149,174.825895,Yes,426,00:00.0,403,189,62,59,126,28,3,0,0.15,All students taught in English/other setting,No,Yes,Open,1858-11-17 00:00:00.0000000,Wellington Region
3036,Tawhai School,NA,NA,NA,NA,http://www.tawhai.school.nz,69 Glen Road ,Stokes Valley,Lower Hutt,69 Glen Road,Stokes Valley,Lower Hutt,5019,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244900,Stokes Valley North,Northern Ward,-41.172627,174.988098,No,438,00:00.0,308,198,25,44,57,6,3,0,0.29,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3037,Te Aro School,NA,NA,NA,NA,http://www.tearo.school.nz/,360 The Terrace ,Te Aro,Wellington,360 The Terrace,Te Aro,Wellington,6011,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,251700,Vivian West,Pukehīnau/Lambton General Ward,-41.293332,174.769203,Yes,398,00:00.0,202,107,11,12,71,27,5,5,0.04,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
3038,Te Horo School (Otaki),NA,NA,NA,NA,http://www.th.school.nz,124 School Road ,Te Horo,Ōtaki,124 School Road RD 2,,Ōtaki,5582,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236600,Te Horo,Waikanae Ward,-40.810554,175.129638,Yes,425,00:00.0,200,186,46,12,4,7,3,0,0.43,All students taught in English/other setting,No,No,Open,1893-01-26 00:00:00.0000000,Wellington Region
3040,Thorndon School,NA,NA,NA,NA,http://www.thorndon.school.nz,20 Turnbull Street ,Thorndon,Wellington,20 Turnbull Street,Thorndon,Wellington,6011,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250902,Thorndon South,Pukehīnau/Lambton General Ward,-41.273914,174.779963,Yes,362,00:00.0,256,92,22,23,140,22,11,1,0.06,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
3041,Tinui School,NA,NA,NA,NA,https://www.tinui.school.nz/,25 Charles Street ,Tinui,Masterton,25 Charles Street RD 9,,Masterton,5889,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256500,Whareama,Masterton/Whakaoriori General Ward,-40.877917,176.072881,No,466,00:00.0,19,16,9,0,0,0,0,0,1.74,All students taught in English/other setting,No,No,Open,1876-01-26 00:00:00.0000000,Wellington Region
3043,Titahi Bay Intermediate,NA,NA,NA,NA,http://www.bayintermediate.school.nz,Kahutea Terrace ,Titahi Bay,Porirua,Kahutea Terrace,Titahi Bay,Porirua,5022,Large urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239200,Titahi Bay South,Onepoto General Ward,-41.114252,174.842312,No,504,00:00.0,168,76,81,43,11,8,1,0,0.08,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3044,Titahi Bay North School,NA,NA,NA,NA,http://www.titahibaynorth.school.nz/,47 Jillett Street ,Titahi Bay,Porirua,PO Box 52043,Titahi Bay,Porirua,5242,Large urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239100,Titahi Bay North,Onepoto General Ward,-41.102159,174.843226,No,516,00:00.0,110,41,78,42,10,2,2,0,0.12,Some students taught in te reo Māori,No,No,Open,00:00.0,Wellington Region
3045,Titahi Bay School,NA,NA,NA,NA,http://www.titahibay.school.nz/,Kura Street ,Titahi Bay,Porirua,PO Box 50441,,Porirua,5240,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239200,Titahi Bay South,Onepoto General Ward,-41.111639,174.840144,Yes,459,00:00.0,344,206,161,61,20,13,3,0,0.09,All students taught in English/other setting,No,Yes,Open,1858-11-17 00:00:00.0000000,Wellington Region
3046,Tokomaru School,NA,NA,NA,NA,https://www.tokomaru.school.nz/,5 Tokomaru East Road ,,Tokomaru,5 Tokomaru East Road,,Tokomaru,4864,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Horowhenua District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,234600,Miranui,Miranui General Ward,-40.474947,175.510626,Yes,490,00:00.0,68,57,23,1,3,3,0,0,0.41,All students taught in English/other setting,No,No,Open,1893-05-01 00:00:00.0000000,Manawatū-Whanganui Region
3048,Totara Park School,NA,NA,NA,NA,http://www.totarapark.school.nz,16 California Drive ,Totara Park,Upper Hutt,16 California Drive,Totara Park,Upper Hutt,5018,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,242100,Totara Park,Area Outside Ward,-41.110988,175.082547,Yes,441,00:00.0,212,176,44,14,15,12,0,0,0.09,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3050,Tua Marina School,NA,NA,NA,NA,http://www.tuamarina.school.nz,Campbells Road ,,Blenheim,PO Box 36,Tuamarina,Blenheim,7246,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306900,Tuamarina,Wairau-Awatere General Ward,-41.42944,173.962221,Yes,432,00:00.0,96,78,27,2,4,2,0,0,0.59,All students taught in English/other setting,No,No,Open,1871-02-01 00:00:00.0000000,Marlborough Region
3051,Tui Glen School,NA,NA,NA,NA,https://www.tuiglen.school.nz,126 Stokes Valley Road ,Stokes Valley,Lower Hutt,126 Stokes Valley Road,Stokes Valley,Lower Hutt,5019,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244500,Stokes Valley Central,Northern Ward,-41.169496,174.983215,No,524,00:00.0,170,28,95,49,21,3,1,0,0.27,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3053,Upper Hutt School,NA,NA,NA,NA,http://www.upperhuttschool.nz,49 Martin Street ,Wallaceville,Upper Hutt,49 Martin Street,Wallaceville,Upper Hutt,5018,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,242500,Wallaceville,Area Outside Ward,-41.12642,175.064807,Yes,436,00:00.0,415,278,110,44,77,18,4,0,0.03,All students taught in English/other setting,No,No,Open,1864-01-26 00:00:00.0000000,Wellington Region
3055,Wadestown School,NA,NA,NA,NA,http://www.wadestown.school.nz,Rose Street ,Wadestown,Wellington,Rose Street,Wadestown,Wellington,6012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,250300,Wadestown,Wharangi/Onslow-Western General Ward,-41.262739,174.767833,No,349,00:00.0,235,217,9,6,35,4,7,0,0.13,All students taught in English/other setting,No,No,Open,1881-01-26 00:00:00.0000000,Wellington Region
3056,Waikanae School,NA,NA,NA,NA,http://www.waikanae.school.nz,Seddon Street ,,Waikanae,Seddon Street,,Waikanae,5036,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,238100,Waikanae East,Waikanae Ward,-40.876317,175.069658,Yes,437,00:00.0,445,393,98,39,39,16,3,0,0.3,All students taught in English/other setting,No,Yes,Open,1896-09-02 00:00:00.0000000,Wellington Region
3057,Waikawa Bay School,NA,NA,NA,NA,http://www.waikawabay.school.nz,282 Waikawa Road ,,Picton,282 Waikawa Road,Waikawa,Picton,7220,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306701,Waikawa (Marlborough District),Marlborough Sounds General Ward,-41.271638,174.037993,Yes,460,00:00.0,139,94,49,8,8,0,0,0,1.05,All students taught in English/other setting,No,No,Open,1876-01-26 00:00:00.0000000,Marlborough Region
3059,Wainuiomata Primary School,NA,NA,NA,NA,http://www.wainuiomata.school.nz,Homedale Road ,Wainuiomata,Lower Hutt,PO Box 42054,Homedale,Lower Hutt,5049,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Ikaroa-Rāwhiti,247300,Homedale East,Wainuiomata Ward,-41.275343,174.955785,No,484,00:00.0,220,137,83,37,28,12,0,0,0.28,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Wellington Region
3060,Wainuioru School,NA,NA,NA,NA,http://www.wainuioru.school.nz,1340 Masterton Stronvar Road ,Wainuioru,Masterton,1340 Masterton Stronvar Road RD 10,,Masterton,5890,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256500,Whareama,Masterton/Whakaoriori General Ward,-41.037253,175.809549,Yes,413,00:00.0,79,76,17,5,1,0,0,0,1.28,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3062,Wairau Valley School (Blenheim),NA,NA,NA,NA,http://www.wairauvalley.school.nz/,30 Morse Street ,Wairau Valley,Blenheim,30 Morse Street RD 1,,Blenheim,7271,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306600,Upper Wairau,Wairau-Awatere General Ward,-41.562571,173.527347,No,461,00:00.0,34,29,9,2,0,0,0,0,1.11,All students taught in English/other setting,No,No,Open,1861-01-26 00:00:00.0000000,Marlborough Region
3064,Waitaria Bay School,NA,NA,NA,NA,http://www.waitariabay.school.nz,5668 Kenepuru Road ,,Picton,5668 Kenepuru Road RD 2,,Picton,7282,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306501,Marlborough Sounds East,Marlborough Sounds General Ward,-41.158283,174.044022,No,449,00:00.0,12,11,2,0,0,0,0,0,2.55,All students taught in English/other setting,No,No,Open,1897-05-01 00:00:00.0000000,Marlborough Region
3065,Waitohu School,NA,NA,NA,NA,http://www.waitohu.school.nz,Te Manuao Road ,,Ōtaki,Te Manuao Road,,Ōtaki,5512,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236701,Waitohu,Ōtaki Ward,-40.757712,175.166355,No,486,00:00.0,220,176,107,24,12,4,1,0,0.46,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3067,Ward School,NA,NA,NA,NA,http://ward.school.nz,Duncan Street ,,Ward,PO Box 41,,Ward,7248,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307000,Awatere,Wairau-Awatere General Ward,-41.826488,174.13992,No,437,00:00.0,52,40,9,2,3,0,0,0,1.32,All students taught in English/other setting,No,No,Open,00:00.0,Marlborough Region
3068,Waterloo School,NA,NA,NA,NA,http://www.waterloo.school.nz,Hardy Street ,Waterloo,Lower Hutt,Hardy Street,Waterloo,Lower Hutt,5011,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,245500,Waterloo West,Eastern Ward,-41.21539,174.924381,Yes,391,00:00.0,489,244,79,44,195,30,8,0,0.07,All students taught in English/other setting,No,Yes,Open,00:00.0,Wellington Region
3070,Whareama School,NA,NA,NA,NA,http://www.whareama.school.nz,82 Langdale Road ,,Masterton,84 Langdale Road RD 12,,Masterton,5872,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256500,Whareama,Masterton/Whakaoriori General Ward,-40.955741,176.032192,No,451,00:00.0,47,42,8,2,0,1,0,0,1.81,All students taught in English/other setting,No,No,Open,1897-02-01 00:00:00.0000000,Wellington Region
3071,Whitney Street School,NA,NA,NA,NA,http://www.whitneystreet.school.nz,Whitney Street ,,Blenheim,9 Whitney Street,,Blenheim,7201,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307801,Whitney West,Blenheim General Ward,-41.519959,173.948782,Yes,474,00:00.0,345,236,116,33,60,11,0,0,0.46,All students taught in English/other setting,No,Yes,Open,00:00.0,Marlborough Region
3072,Wilford School,NA,NA,NA,NA,http://www.wilford.school.nz/,William Street ,Petone,Lower Hutt,William Street,Petone,Lower Hutt,5012,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,244700,Petone East,Harbour Ward,-41.223419,174.890736,Yes,428,00:00.0,203,136,48,21,44,5,0,0,0.09,Some students taught in te reo Māori,No,No,Open,00:00.0,Wellington Region
3073,Ōtari School,NA,NA,NA,NA,http://www.otari.school.nz,166 Wilton Road ,Wilton,Wellington,166 Wilton Road,Wilton,Wellington,6012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250100,Wilton,Wharangi/Onslow-Western General Ward,-41.268241,174.756417,Yes,393,00:00.0,195,152,75,22,15,10,0,0,0.16,Some students taught in te reo Māori,No,No,Open,00:00.0,Wellington Region
3074,Windley School,NA,NA,NA,NA,,146 Mungavin Avenue ,Porirua East,Porirua,146 Mungavin Avenue,Porirua East,Porirua,5024,Large urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,241100,Cannons Creek South,Onepoto General Ward,-41.140932,174.859128,No,529,00:00.0,172,24,83,98,22,5,0,0,0.08,All students taught in English/other setting,No,No,Open,00:00.0,Wellington Region
3075,Witherlea School,NA,NA,NA,NA,https://witherlea.school.nz/,214-216 Weld Street ,Witherlea,Blenheim,216 Weld Street,Witherlea,Blenheim,7201,Medium urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,308600,Witherlea East,Blenheim General Ward,-41.540592,173.955381,Yes,415,00:00.0,372,277,59,27,41,18,8,0,0.52,All students taught in English/other setting,No,Yes,Open,00:00.0,Marlborough Region
3077,Worser Bay School,NA,NA,NA,NA,http://www.worserbay.school.nz,168 Seatoun Heights Road ,Seatoun,Wellington,168 Seatoun Heights Road,Seatoun,Wellington,6022,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254600,Karaka Bay-Worser Bay,Motukairangi/Eastern General Ward,-41.312846,174.827109,Yes,351,00:00.0,104,93,8,0,15,6,3,0,0.23,All students taught in English/other setting,No,No,Open,1897-07-12 00:00:00.0000000,Wellington Region
3100,TKKM o Te Hiringa,NA,NA,NA,NA,https://tehiringa.school.nz/,12-24 Tainui Street ,,Tokoroa,24 Tainui Street,,Tokoroa,3420,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186800,Moananui,Tokoroa Ward,-38.237982,175.859137,No,525,00:00.0,136,5,135,21,0,0,0,0,0.87,All students taught in te reo Māori,No,No,Open,00:00.0,Waikato Region
3101,Te Kura ā Iwi o Whakatupuranga Rua Mano,NA,NA,NA,NA,http://www.wrm.school.nz,143 Tasman Road ,,Ōtaki,PO Box 148,,Ōtaki,5542,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236500,Ōtaki,Ōtaki Ward,-40.750958,175.133546,No,504,00:00.0,202,4,199,4,0,0,0,0,0.47,All students taught in te reo Māori,No,No,Open,00:00.0,Wellington Region
